PlacesIdx,County,Phillimore,Hundred,Vill,Area,XRefs,OSrefs,OScodes
35246,,,,"Ixworth Thorpe: see [Ixworth] Thorpe SUF",,"[Ixworth] Thorpe SUF",,
35251,"ESS","39,9","Tendring","Jacques Hall",,,"TM1531",
35256,"KEN","9,39","Bewsbury","{Jaonei}","Eastry",,,"unknown"
35261,"SUS","9,73. 10,26","Willingdon","Jevington","Pevensey",,"TQ5602",
35266,,,,"{Kaldecotes}: see {Caldecota} SUF",,"{Caldecota} SUF",,
35271,"SUF","21,64","Cosford","{Kalletuna}",,,,"unknown"
35276,"SUF","3,78","Sandford","Kalweton",,,"TM2434",
35286,"LIN","3,23;25;45-46. 14,79. 29,10","Bolingbroke","East Keal","Lindsey South Riding",,"TF3864",
35291,"LIN","14,80. 29,11(-13);16-17. 68,5-6;(7)","Bolingbroke","West Keal","Lindsey South Riding",,"TF3663",
35296,"YKS","13W27 and note. SW,Bu35","`Burghshire'","Kearby [Town End]","West Riding",,"SE3446",
35301,"LIN","3,27(-30). 40,17(-19). CS9","`Louthesk'","Keddington","Lindsey South Riding",,"TF3488",
35306,"SUF","14,158. 25,15;94. 33,1","Risbridge","Kedington",,,"TL7047",
35311,"DBY","6,80","Litchurch","Kedleston",,,"SK3041",
35316,"LIN","1,78. 2,8. 4,28(-30). 7,27. 14,45. 30,9. 32,4-5. 47,3. CN11","Yarborough","Keelby","Lindsey North Riding",,"TA1609",
35321,"WIL","25,1","`Whorwellsdown'","Keevil",,,"ST9258",
35326,"LEC","C8. 43,6","`Goscote'","Kegworth",,,"SK4826",
35331,"YKS","1W64 and note","Craven","Keighley","West Riding",,"SE0641",
35336,"SOM","19,59. 21,92","{Blachethorna}","Keinton [Mandeville]",,,"ST5430",
35341,"LIN","57,41(-43). 68,22","`Beltisloe'","Keisby","Kesteven",,"TF0328",
35346,"YKS","13W43. 30W4","Craven","Kelbrook","West Riding",,"SD9044",
35351,"LIN","3,35. 57,34","`Aswardhurn'","Kelby","Kesteven",,"TF0041",
35356,"SUF","6,41-42;(43) and note;288","`Plomesgate'","{Keletuna}",,,,"unknown"
35361,"YKS","6E1. 23E10. SE,P4","Pocklington","Kelfield","East Riding",,"SE5938",
35366,"NTT","9,59. 11,19. 15,3. 18,4. 30,45","`Lythe'","Kelham",,,"SK7755",
35371,"YKS","2E14. SE,Tu4","{Torbar}","[Great] Kelk","East Riding",,"TA1058",
35376,"YKS","1E28. SE,Tu5","{Torbar}","[Little] Kelk","East Riding",,"TA0959",
35381,"WIL","48,9","Chippenham","Kellaways",,,"ST9575",
35386,"YKS","1L2 and note. See also CHS Y3","Amounderness","[Nether and Over] Kellet","North Lancashire",,,
35391,"YKS","1Y8. 2E10. SE,Dr1(-2)","Driffield","Kelleythorpe","East Riding",,"TA0156",
35396,"NFK","6,3. 50,9. 57,1. 66,97","Holt","Kelling",,,"TG0841",
35401,"YKS","9W60;62. SW,O13-14","`Osgodcross'","Kellington","West Riding",,"SE5524",
35406,"DEV","16,11","Lifton","Kelly",,,"SX3981",
35411,"NTH","1,15g. 35,13","Rothwell","Kelmarsh",,"{Calme} NTH","SP7379",
35416,"SUF","6,69;73. 7,3;34-36;72;74;132","Bishop's","Kelsale",,,"TM3865",
35421,"LIN","1,68. 12,9(-12). 22,8","Yarborough","North Kelsey","Lindsey North Riding",,"TA0401",
35426,"LIN","1,79. 16,4","`Walshcroft'","[South] Kelsey","Lindsey North Riding",,"TF0498",
35431,"HRT","8,2","Odsey","Kelshall",,,"TL3236",
35436,"YKS","1Y1 and note. SN,B20","`Bulford'","Kelsit [Grange]","North Riding",,"SE5463",
35441,"LIN","13,29. 27,33. 47,10","`Louthesk'","Kelstern","Lindsey South Riding",,"TF2590",
35446,"CHS","FT2,11","Ati's Cross","Kelston","Ati's Cross",,"SJ1081",
35451,"ESS","6,5. 27,2","Witham","Kelvedon",,,"TL8518",
35456,"ESS","6,9. 18,25. 28,15","Ongar","Kelvedon [Hatch]",,,"TQ5698",
35461,"CON","5,3,28","`Connerton'","Kelynack",,,"SW3729",
35466,"SHR","4,9,2","{Alnodestreu}","Kemberton",,,"SJ7204",
35471,"GLS","E11","{Cicementone}","Kemble",,,"ST9897",
35476,"WIL","8,7","{Cicementone}","Kemble",,,"ST9897",
35481,"SUF","7,92;121. 21,52. 67,9","`Colnes'","Kembroke",,,"TM2641",
35486,"GLS","19,2. 20,1","Deerhurst","Kemerton",,,"SO9437",
35491,"GLS","1,41","Tewkesbury","Kemerton",,,"SO9437",
35496,"WOR","EG9-10","Deerhurst","Kemerton",,,"SO9437",
35501,"WOR","EG3","Tewkesbury","Kemerton",,,"SO9437",
35506,"GLS","39,1","Botloe","Kempley and Kempley [Green]",,,,
35511,"WOR","2,2(-5)","`Oswaldslow'","Kempsey",,,"SO8549",
35516,"GLS","60,1","`Brightwells Barrow'","Kempsford",,,"SU1696",
35521,"HAM","23,9","Basingstoke","Kempshott",,,"SU5947",
35526,"BDF","53,3-5;32-33","`Redbornstoke'","Kempston",,,"TL0147",
35531,"NFK","8,65","`Laundich'","Kempston",,,"TF8816",
35536,"MDX","8,2;5","Spelthorne","Kempton",,,"TQ1070",
35541,"SHR","4,20,5","{Rinlau}","Kempton",,,"SO3683",
35546,"HEF","29,1","{Stepleset}","Kenchester",,,"SO4342",
35551,"OXF","28,26","Bampton","Kencot",,,"SP2504",
35556,"YKS","1L7 and note","Amounderness","Kendal","Westmorland","{Kirkby} (in Kendal) WES","SD5192",
35561,"YKS","1Y8 and note. SE,Dr2","Driffield","[Great] Kendale","East Riding",,"TA0160",
35566,"WAR","1,9","Stoneleigh","Kenilworth",,,"SP2872",
35571,"SHR","4,3,19","Condover","Kenley",,,"SJ5600",
35576,"DEV","16,1;58","Exminster","Kenn",,,"SX9285",
35581,"SOM","5,29","`Winterstoke'","Kenn",,,"ST4169",
35586,"CAM","18,8. Appx A","`Staploe'","Kennett",,,"TL6968",
35591,"WIL","26,21. 37,5. 50,5","`Selkley'","[East and West] Kennett",,,,
35596,"NFK","1,76;143-144;146. 4,47. 8,59-60. 9,75;77;132-133. 11,2. 14,9. 15,11-12. 19,14. 39,1. 58,2. 66,76-77;95","`Guiltcross'","Kenninghall",,,"TM0485",
35601,"SUF","ENf1","`Guiltcross'","Kenninghall",,,"TM0485",
35606,"NFK","12,39. 48,6-7","Humbleyard","Kenningham",,,"TM2099",
35611,"BRK","7,11","`Hormer'","Kennington",,,"SP5202",
35616,"KEN","7,28","Longbridge","Kennington","Wye",,"TR0245",
35621,"SUR","36,6","Brixton","Kennington",,,"TQ3077",
35626,"ESS","22,14. 24,62","Chafford","Kenningtons",,,"TQ5681",
35631,"YKS","23E14. SE,Sc1","{Scard}","Kennythorpe","East Riding",,"SE7866",
35636,"MDX","21,1","`Ossulstone'","Kensington",,,"TQ2479",
35641,"WOR","2,9","`Oswaldslow'","Kenswick",,,"SO7958",
35646,"BDF","E2","`Danish'","Kensworth",,,"TL0319",
35651,"HRT","13,1","`Danish'","Kensworth",,,"TL0319",
35656,"DEV","16,100;102","Silverton","Kentisbeare",,,"ST0608",
35661,"DEV","16,75","Braunton","Kentisbury",,,"SS6243",
35666,"DEV","1,26","Exminster","Kenton",,,"SX9583",
35671,"SUF","6,11;271. 14,119. 16,8","`Loose'","Kenton",,,"TM1965",
35676,"SUF","12,5","Babergh","Kentwell",,,"TL8647",
35681,"YKS","1N135. 23N8. SN,A10","Allerton","Kepwick","North Riding",,"SE4790",
35686,"NFK","8,2. 31,1","`Eynesford'","Kerdiston",,,"TG0824",
35691,"YKS","9W80 and note. SW,St15","Staincross","Keresforth [Hall]","West Riding",,"SE3304",
35696,"CHS","11,7","{Hamestan}","Kermincham",,,"SJ7967",
35701,"HAM","1,W11","Bowcombe","Kern","Isle of Wight",,"SZ5786",
35706,"NTT","17,9","`Lythe'","Kersall",,,"SK7162",
35711,"SUF","24,1. 25,108","Cosford","Kersey",,,"TM0043",
35716,"DEV","{16,7}.","Lifton","Kersford",,,"SX4986",
35721,"DEV","32,2","Silverton","Kerswell",,,"ST0806",
35726,"DEV","23,8","Bampton","Kerswell",,,"ST0120",
35731,,,,"Kerswell: see Abbotskerswell, Kingskerswell DOR",,"Abbotskerswell, Kingskersewll DOR",,
35736,"SUF","6,114","Carlford","Kesgrave",,,"TM2145",
35741,"SUF","1,31. 4,35. 31,27","Lothing","Kessingland",,,"TM5286",
35746,"KEN","{3,1}. 5,37","{Helmestrei}","Keston","Sutton",,"TQ4163",
35751,"NFK","9,94;198. 12,41","Humbleyard","Keswick",,,"TG2104",
35756,"YKS","1W10. SW,Sk14","`Skyrack'","[East] Keswick","West Riding",,"SE3644",
35761,"GLS","68,12","Botloe","Ketford",,,"SO7230",
35766,"LIN","13,42(-43)","Hill","Ketsby","Lindsey South Riding",,"TF3676",
35771,"NTH","6,17","`Navisland'","Kettering",,,"SP8678",
35776,"NFK","9,95;197. 32,5","Humbleyard","Ketteringham",,,"TG1602",
35781,"SUF","14,114","Cosford","Kettlebaston",,,"TL9650",
35786,"SUF","3,(21-)31;34(-45);(51-)52;(53);95. 6,261;269. 8,21(-23)","`Loose'","Kettleburgh",,,"TM2660",
35791,"LIN","30,6. 34,8. 64,19","Yarborough","Kettleby","Lindsey North Riding",,"TA0307",
35796,"LEC","17,30","Framland","[Ab] Kettleby",,,"SK7223",
35801,"LEC","29,3","Framland","[Eye] Kettleby",,,"SK7316",
35806,"NFK","8,101","`Gallow'","Kettlestone",,,"TF9631",
35811,"YKS","11E4 and note. SE,C4 and note","Cave","[Kettle]thorpe","East Riding",,"SE9133",
35816,"YKS","1N51 and note. SN,D17","{Dic}","`Kettlethorpe'","North Riding",,"SE8383","approximate"
35821,"NFK","4,56. 9,98;210;223","`Depwade'","Kettleton",,,"TM1494",
35826,"YKS","30W5","Craven","Kettlewell","West Riding",,"SD9772",
35831,"NTH","1,1","Witchley","Ketton","Rutland",,"SK9804",
35836,"RUT","EN1","Witchley","Ketton","Rutland",,"SK9804",
35841,"SOM","42,1","`Winterstoke'","Kewstoke",,,"ST3363",
35846,"YKS","28W17. SW,Bu25","`Burghshire'","Kex Moor","West Riding",,"SE2075",
35851,"YKS","9W74. SW,St6","Staincross","Kexbrough","West Riding",,"SE2909",
35856,"LIN","7,7. 26,22. 68,29","`Well'","Kexby","Lindsey West Riding",,"SK8785",
35861,"SOM","5,55. 36,12","Frome","Keyford and [Little] Keyford",,,,
35866,"LEC","1,3","`Goscote'","Keyham",,,"SK6706",
35871,"YKS","14E12. CE44. SE,Hol18","Holderness [South Hundred]","Keyingham","East Riding",,"TA2425",
35876,"SUS","12,18;39","`Buttinghill'","Keymer","Lewes",,"TQ3015",
35881,"DEV","34,55","Chillington","Keynedon",,,"SX7743",
35886,"SOM","1,28","Keynsham","Keynsham",,,"ST6568",
35891,"BDF","23,1-2. 44,3","`Stodden'","Keysoe",,,"TL0762",
35896,"HUN","13,2. 29,2","`Leightonstone'","Keysoe",,,"TL0762",
35901,"HUN","1,7. D20","`Leightonstone'","Keyston",,,"TL0475",
35906,"LEC","2,6. 28,3","Gartree","Keythorpe",,,"SK7600",
35911,"NTT","4,7. 9,87-88. 10,10. 13,7","Rushcliffe","Keyworth",,,"SK6130",
35916,"LEC","19,14-15","Gartree","Kibworth [Beauchamp]",,,"SP6893",
35921,"LEC","C13. 16,8","Gartree","Kibworth [Harcourt]",,,"SP6894",
35926,"YKS","9W1 and note;9. SW,Sk4;6","`Skyrack'","Kiddal [Hall]","West Riding",,"SE3939",
35931,"WOR","1,2","`Cresslow'","Kidderminster",,,"SO8376",
35936,"OXF","56,4. 59,15","Shipton","Kiddington",,,"SP4122",
35941,"OXF","28,4","Wootton","Kidlington",,,"SP4914",
35946,"DBY","1,17","`Morleystone'","Kidsleypark",,,"SK4145",
35951,"DEV","24,8","Tiverton","`Kidwell'",,,"ST0114",
35956,"DEV","16,22","Lifton","Kigbeare",,,"SX5496",
35961,"YKS","23N2(-3)","`Yarlestre'","Kilburn","North Riding",,"SE5179",
35966,"LEC","38,1","Guthlaxton","Kilby",,,"SP6295",
35971,"GLS","68,12","Botloe","Kilcot",,,"SO6925",
35976,"YKS","29N5. 31N7. SN,L30","Langbaurgh","Kildale","North Riding",,"NZ6009",
35981,"YKS","1W61","Craven","Kildwick","West Riding",,"SE0145",
35986,"YKS","1Y8. 1E29. 26E12. 29E12. SE,Bt2","Burton","Kilham","East Riding",,"TA0664",
35991,"CON","1,5","Stratton","Kilkhampton",,,"SS2511",
35996,"DBY","12,5. 17,2","`Scarsdale'","Killamarsh",,,"SK4580",
36001,"YKS","6N52 and note. SN,CtA19","Land of Count Alan","Killerby [Hall]","North Riding",,"SE2596",
36006,"YKS","13N8 and note. SN,D5","{Dic}","Killerby [Hall]","North Riding",,"TA0682",
36011,"YKS","1L6 and note. See also CHS Y7","Amounderness","`Killerwick'","North Lancashire",,"SD2274","approximate"
36016,"CON","5,2,7","Fawton","Killigorrick",,,"SX2261",
36021,"YKS","1Y18. 2W7. SW,Bu31;46","`Burghshire'","Killinghall","West Riding",,"SE2858",
36026,"LIN","12,7. 14,31. 30,10. 32,21(-23)","Yarborough","[North and South] Killingholme","Lindsey North Riding",,,
36031,"DEV","3,37","Shirwell","Killington",,,"SS6646",
36041,"SOM","16,14","Kilmersdon","Kilmersdon",,,"ST6952",
36046,"HAM","2,2;7","Fawley","Kilmeston",,,"SU5926",
36051,"DEV","1,53","Axminster","Kilmington",,,"SY2797",
36056,"SOM","1,9. 37,7","Wincanton","Kilmington",,,"ST7736",
36061,"WIL","E4-5","Mere","Kilmington",,,"ST7736",
36066,"CON","5,4,19","Fawton","Kilminorth?",,,"SX2353",
36071,"YKS","14E2 and note. SE,Hol4","Holderness [South Hundred]","Kilnsea","East Riding",,"TA4215",
36076,"YKS","29W48 and note","Craven","Kilnsey","West Riding",,"SD9767",
36081,"YKS","1Y8. 5E30. SE,Sn2(-3)","{Sneculfcros}","Kilnwick","East Riding",,"SE9949",
36086,"YKS","1Y10 and note. 31E5. SE,Wa4","Warter","Kilnwick [Percy]","East Riding",,"SE8249",
36091,"HEF","1,53","Archenfield","Kilpeck",,,"SO4430",
36096,"YKS","3Y4. SE,How2","Howden","Kilpin","East Riding",,"SE7726",
36101,"NTH","12,3","`Alwardsley'","Kilsby",,,"SP5671",
36106,"SOM","25,30","Williton","Kilton",,,"ST1644",
36111,"YKS","1N9. 5N16. SN,L17","Langbaurgh","Kilton","North Riding",,"NZ7018",
36116,"SOM","21,47","Williton","Kilve",,,"ST1442",
36121,"NFK","1,142. 7,3. 66,57","Shropham","Kilverstone",,,"TL8984",
36126,,,,"Kilverstone?: see {Kuluertestuna}, {Kyluertestuna}, {Culuerdestuna} SUF",,"{Kuluertestuna}, {Kyluertestuna}, {Culuerdestuna} SFK",,
36131,"NTT","6,3. 20,2. 22,1","Newark","Kilvington",,,"SK7942",
36136,"YKS","1Y2 and note. 5N72;75(-76). SN,Bi8","`Yarlestre'","[North] Kilvington","North Riding",,"SE4285",
36141,"LEC","16,3. 23,5. 44,12(-13)","Guthlaxton","[North or South] Kilworth",,,,
36146,"DEV","35,7","Black Torrington","[East and West] Kimber",,,,
36151,"NFK","1,81. 66,39","Forehoe","Kimberley",,,"TG0704",
36156,"NTT","10,47(-48);63","Broxtowe","Kimberley",,,"SK4944",
36161,"YKS","10W31. SW,Sf27","Strafforth","Kimberworth","West Riding",,"SK4093",
36166,"BUK","14,2","Stone","[Great] Kimble",,,"SP8206",
36171,"BUK","35,1","Stone","Little Kimble",,,"SP8207",
36176,"BDF","17,3","`Leightonstone'","Kimbolton",,,"TL0967",
36181,"HUN","13,1(-4);5. D10","`Leightonstone'","Kimbolton",,,"TL0967",
36186,"LEC","3,9","Guthlaxton","Kimcote",,,"SP5886",
36191,"DOR","11,15. 37,5","Hasler","Kimmeridge",,,"SY9179",
36196,"HAM","23,47","Andover","Kimpton",,,"SU2846",
36201,"HRT","5,24","Hitchin","Kimpton",,,"TL1718",
36206,"DEV","3,89","Black Torrington","Kimworthy",,,"SS3112",
36211,"DBY","1,30","Blackwell","Kinder",,,"SK0687","approximate"
36216,"CHS","18,3","Middlewich","Kinderton",,,"SJ7266",
36221,"WAR","1,2","{Fexhole}","Kineton",,,"SP3351",
36226,"WAR","28,2","Coleshill","Kineton [Green]",,,"SP1281",
36231,"DOR","32,3. 56,61","Tollerford","[Higher and Lower] Kingcombe",,,,
36236,"LIN","4,21. 7,58","`Walshcroft'","Kingerby","Lindsey North Riding",,"TF0592",
36241,"OXF","39,1","Shipton","Kingham",,,"SP2523",
36246,,,,"King's Lynn: see [King's] Lynn NFK",,"[King's] Lynn NFK",,
36251,"MDX","4,11. 10,2","Gore","Kingsbury",,,"TQ2088",
36256,"WAR","15,4","Coleshill","Kingsbury",,,"SP2196",
36261,"SOM","6,3","Kingsbury Episcopi","Kingsbury [Episcopi]",,,"ST4321",
36266,"GLS","1,15","Berkeley","Kingscote",,,"ST8196",
36271,"BUK","39,2 and note","Ixhill","Kingsey",,,"SP7406",
36276,"DEV","16,99","Silverton","Kingsford",,,"ST0408",
36281,"DEV","1,12","Kerswell","Kingskerswell",,,"SX8867",
36286,"HEF","1,5","{Hezetre}","Kingsland",,,"SO4461",
36291,"SUF","39,11","Carlford","Kingsland",,,"TM2354",
36296,"CHS","26,6","Ruloe","Kingsley",,,"SJ5474",
36301,"STS","15,2. 16,2","Totmonslow","Kingsley",,,"SK0147",
36306,"SHR","ES4","Seisdon","Kingsnordley",,,"SO7787",
36311,"STS","8,2","Seisdon","Kingsnordley",,,"SO7787",
36316,"DEV","1,10","Teignbridge","Kingsteignton",,,"SX8773",
36321,"NTH","1,18","`Spelhoe'","Kingsthorpe",,,"SP7563",
36326,"NTH","6a,14","Polebrook","Kingsthorpe",,,"TL0885",
36331,"CAM","1,8. 13,12. 14,47. 25,8. 26,38(-39). 32,21","Longstowe","Kingston",,,"TL3455",
36336,"DOR","19,10","Ailwood","Kingston",,,"SY9579",
36341,"HAM","IoW1,14","Bowcombe","Kingston","Isle of Wight",,"SZ4781",
36346,"SUF","8,6 note. 21,53","Carlford","Kingston",,,"TM2647",
36351,"SUR","1,8. 2,3. 5,28. 8,12. 22,4","Kingston","Kingston [upon Thames]",,,"TQ1869",
36356,"BRK","21,14. 22,12","Marcham","Kingston [Bagpuize]",,,"SU4098",
36361,"OXF","35,4;27","Lewknor","Kingston [Blount]",,,"SU7399",
36366,"SUS","12,23. 13,28(-29)","Aldrington","Kingston [-by-Sea]","Bramber",,"TQ2205",
36371,"BRK","1,32. 7,38 note","`Hildslow'","Kingston Lisle",,,"SU3287",
36376,"NTT","3,4. 30,19;21(-22)","Rushcliffe","Kingston [-on-Soar]",,,"SK5027",
36386,"SOM","5,63-64","`Winterstoke'","Kingston [Seymour]",,,"ST4066",
36391,"GLS","1,11. EvK10","Bromsash","Kingstone",,,"SO6324",
36396,"HEF","3,1. E1","Bromsash","Kingstone",,,"SO6324",
36401,"HEF","1,3","Stretford","Kingstone",,,"SO4235",
36406,"SOM","8,39. 19,10","South Petherton","Kingstone",,,"ST3713",
36411,"GLS","1,15","Berkeley","Kingsweston",,,"ST5578",
36416,"STS","1,1","Seisdon","Kingswinford",,,"SO8888",
36421,"WOR","1,4-6","Seisdon","Kingswinford",,,"SO8888",
36426,"GLS","E16 note","Chippenham","Kingswood",,,"ST7491",
36431,"LIN","14,60(-61);92. 34,23. 40,10(-11)","`Wraggoe'","Kingthorpe","Lindsey South Riding",,"TF1275",
36436,"YKS","1Y4 and note. SN,D12 and note","{Dic}","Kingthorpe [House]","North Riding",,"SE8385",
36441,"DOR","32,1. 40,2. 56,2","Gillingham","[Little] Kington and Kington [Magna]",,,,
36446,"HEF","1,69","Elsdon","Kington",,,"SO2956",
36451,"WOR","18,4","`Ash'","Kington",,,"SO9955",
36456,"WAR","16,19","{Fernecumbe}","Kington [Grange]",,,"SP1864",
36458,"WIL","41,8","Chippenham","Kington [St Michael]",,,"ST9077",
36461,"SOM","17,7","{Blachethorna}","Kingweston",,,"ST5230",
36466,"SHR","6,9","`Conditre'","Kinlet",,,"SO7081",
36471,"SHR","4,27,4","{Merset}","Kinnerley",,,"SJ3320",
36476,"HEF","9,15","Elsdon","Kinnersley",,,"SO3449",
36481,,,,"Kinnerton?: see {Edritone} CHS",,"{Edritone} CHS",,
36486,"NTT","11,31. 30,38","Bingham","Kinoulton",,,"SK6831",
36491,"HRT","Appx","Odsey","Kinsbourne",,,"TL1016",
36494,"SHR","5,4","Leintwardine","[Lower and Upper] Kinsham?",,,,"unknown"
36496,"YKS","9W65. SW,St1","Staincross","Kinsley","West Riding",,"SE4114",
36501,"DOR","31,2","Cogdean","Kinson",,,"SZ0696",
36506,"BRK","1,26. 16,1. 31,4","Kintbury","Kintbury",,,"SU3866",
36511,"STS","7,14","Cuttlestone","Kinvaston",,,"SJ9012",
36516,"STS","1,27","Seisdon","Kinver",,,"SO8483",
36521,"WOR","1,4","Seisdon","Kinver",,,"SO8483",
36526,"WAR","11,4","{Fernecumbe}","Kinwarton",,,"SP1058",
36531,"BDF","6,2","Biggleswade","`Kinwick'",,,"TL1849","approximate"
36536,"YKS","6N25. SN,CtA12","Land of Count Alan","Kiplin","North Riding",,"SE2897",
36541,"YKS","2E11 and note. 5E20. 13E3. SE,Wei7","Weighton","Kipling Cotes","East Riding",,"SE9047",
36546,"YKS","9W1 and note. SW,Sk4","`Skyrack'","Kippax","West Riding",,"SE4130",
36551,"NFK","1,77","`Laundich'","Kipton",,,"TF8423",
36556,"NTH","59,4","Corby","Kirby",,,"SP9292",
36561,"NFK","1,115;119;126. 2,7. 9,29;34. 12,15","`Henstead'","Kirby [Bedon]",,,"TG2705",
36566,"LEC","29,3;16","Framland","Kirby [Bellars]",,,"SK7117",
36571,"NFK","6,7. 14,41. 31,12","`Clavering'","Kirby [Cane]",,,"TM3794",
36576,"YKS","1Y1. SN,B20","`Bulford'","[Cold] Kirby","North Riding",,"SE5384",
36581,"YKS","1E57. 5E69(-70). SE,A2 note. SE,Th6","{Toreshou}","Kirby [Grindalythe]","East Riding",,"SE9067",
36586,"YKS","25W21 and note. SW,Sf37 note. SW,Bu2","`Burghshire'","Kirby [Hall]","West Riding",,"SE4561",
36591,"YKS","1W54 and note. 28W22 and note. SW,H6","Hallikeld","Kirby [Hill]","West Riding",,"SE3968",
36596,"YKS","23N8 and note","`Yarlestre'","Kirby [Knowle]","North Riding",,"SE4687",
36601,"YKS","8N1 and note. SN,L42 note. SN,Ma1","{Maneshou}","Kirby [Misperton]","North Riding",,"SE7779",
36611,"WAR","31,1","`Bumbelowe'","[Monks] Kirby",,,"SP4683",
36616,"YKS","23N19 and note;20-21","{Maneshou}","Kirby [Moorside]","North Riding",,"SE6986",
36621,"LEC","13,7;42. 25,4","Guthlaxton","Kirby [Muxloe]",,,"SK5204",
36626,,,,"Kirby Sigston: see [Kirby] Sigston YKS",,"[Kirby] Sigston YKS",,
36631,"YKS","1E50. 29E17. SE,Ac2 and note","Acklam","Kirby [Underdale]","East Riding",,"SE8058",
36636,"YKS","1Y2. SN,A1 and note","Allerton","Kirby [Wiske]","North Riding",,"SE3784",
36641,"YKS","6N30. SN,CtA13","Land of Count Alan","Kirby [Wiske]","North Riding",,"SE3784",
36646,,,,"`Kirk Lancaster': see '[Kirk] Lancaster' LAN",,"`[Kirk] Lancaster' LAN",,
36651,"YKS","1Y8 and note. 31E3. SE,Dr2","Driffield","[Kirk]burn","East Riding",,"SE9755",
36656,"YKS","1Y15. SW,Ag13","Agbrigg","[Kirk]burton","West Riding",,"SE1912",
36661,"CHS","R1,2","[West] Derby","Kirkby","South Lancashire",,"SJ4198",
36666,,,,"{Kirkby}: see Kendal YKS",,"Kendal YKS",,
36671,"YKS","29N9 and note. SN,L42 and note","Langbaurgh","Kirkby","North Riding",,"NZ5306",
36676,"LIN","14,83","Bolingbroke","[East] Kirkby","Lindsey South Riding",,"TF3362",
36681,,,,"Kirkby [Fleetham]: see [Kirkby] Fleetham YKS",,"[Kirkby] Fleetham YKS",,
36686,"LIN","31,14-15. 32,24(-25). 61,6(-8). CK15","`Langoe'","Kirkby [Green]","Kesteven",,"TF0857",
36691,"YKS","6N55 and note. SN,A1 note. SN,CtA20","Land of Count Alan","Kirkby [Hall]","North Riding",,"SE2895",
36696,"NTT","13,9. 30,27","Broxtowe","Kirkby [-in-Ashfield]",,,"SK5056",
36701,"YKS","1L6 and note","Amounderness","Kirkby Ireleth","North Lancashire","{Gerleuuorde} LAN","SD2382",
36706,"LIN","1,1(-3). 3,37-38. 24,101. 26,29;52. CK34","`Aswardhurn'","Kirkby [-la-Thorpe]","Kesteven",,"TF0946",
36711,"YKS","1L4. See also CHS Y5","Amounderness","Kirkby [Lonsdale]","Westmorland",,"SD6179",
36716,"YKS","30W1","Craven","Kirkby [Malham]","West Riding",,"SD8960",
36721,"LEC","6,7. 13,10","Guthlaxton","Kirkby [Mallory]",,,"SK4500",
36726,"YKS","28W10. SW,Bu23","`Burghshire'","Kirkby [Malzeard]","West Riding",,"SE2374",
36731,"LIN","3,11-13;(14-15). 4,54. 29,4(-5);6-7","Horncastle","Kirkby [-on-Bain]","Lindsey South Riding",,"TF2462",
36736,"YKS","13W28-29. SW,Bu36","`Burghshire'","Kirkby [Overblow]","West Riding",,"SE3249",
36741,"YKS","9W34. SW,Sf37 and note","Strafforth","[South] Kirkby","West Riding",,"SE4511",
36746,"LIN","12,53(-54). 18,16. 27,54(-55). CK47","Aveland","Kirkby [Underwood]","Kesteven",,"TF0627",
36751,"YKS","6W8 note. 9W30. SW,BA5;9","Barkston","Kirkby [Wharfe]","West Riding",,"SE5041",
36756,"CHS","R1,7;41","[West] Derby","Kirkdale","South Lancashire",,"SJ3594",
36761,"YKS","5E62;66 and note. SE,Ac9","Acklam","Kirkham","East Riding",,"SE7366",
36766,"YKS","1L1. See also CHS Y2","Amounderness","Kirkham","North Lancashire",,"SD4232",
36771,"YKS","9W103. SW,Ag6","Agbrigg","[Kirk]heaton","West Riding",,"SE1817",
36776,"YKS","1N12 and note. 4N2. 5N21. 13N5. SN,L21-22","Langbaurgh","Kirkleatham","North Riding","{Weslide} YKS","NZ5921",
36781,"SUF","1,23;28. 31,33","Lothing","Kirkley",,,"TM5291",
36786,"NTT","17,13","Thurgarton","Kirklington",,,"SK6757",
36791,"YKS","6N147. SN,CtA40","Land of Count Alan","Kirklington","North Riding",,"SE3181",
36796,"YKS","1L6. See also CHS Y7","Amounderness","Kirksanton","Cumberland",,"SD1480",
36801,"SUF","25,67","Sandford","Kirkton",,,"TM2335",
36806,"LIN","1,71. 12,8. 25,5. 30,7","Yarborough","Kirmington","Lindsey North Riding",,"TA1011",
