PlacesIdx,County,Phillimore,Hundred,Vill,Area,XRefs,OSrefs,OScodes,lat,lon,easting,northing,start_date,end_date
38814,NTH,ELc4,`Beltisloe',Lenton,,,TF0230,,52.857858,-0.486519,502000.0,330000.0,1066,1086
38815,RUT,ELc19,`Beltisloe',Lenton,Rutland,,TF0230,,52.857858,-0.486519,502000.0,330000.0,1066,1086
38816,NTT,"1,48. 10,19;24",Broxtowe,[Old] Lenton,,,SK5539,,52.945597,-1.182943,455000.0,339000.0,1066,1086
38826,SUF,"7,93;106;111",`Colnes',`Leofstanestuna',,,TM2539,,52.003826,1.276701,625000.0,239000.0,1066,1086
38831,HEF,"1,10a(-10b);10c;(11-36);37(-38);70. E9",Leominster,Leominster,,,SO4959,,52.226839,-2.748075,349000.0,259000.0,1066,1086
38836,SHR,"4,28,5. E3",Leominster,Leominster,,,SO4959,,52.226839,-2.748075,349000.0,259000.0,1066,1086
38841,DEV,"24,16. 51,14",Halberton,Leonard,,,ST0009,,50.871813,-3.422578,300000.0,109000.0,1066,1086
38851,YKS,"SE,Ac9 and note",Acklam,Leppington,East Riding,,SE7661,,54.039405,-0.840987,476000.0,461000.0,1066,1086
38856,YKS,"9W102. SW,Ag6",Agbrigg,Lepton,West Riding,,SE2015,,53.631164,-1.69904,420000.0,415000.0,1066,1086
38861,CON,"5,23,1",Stratton,Lesnewth,,,SX1390,,50.679531,-4.648287,213000.0,90000.0,1066,1086
38866,NFK,"1,198",`Happing',Lessingham,,,TG3928,,52.796609,1.543743,639000.0,328000.0,1066,1086
38871,HAM,"1,W8. IoW7,8",Bowcombe,Lessland,Isle of Wight,,SZ5482,,50.63519,-1.237778,454000.0,82000.0,1066,1086
38876,KEN,"5,19",`Litlelee',Lessness,Sutton,,TQ4978,,51.481336,0.144389,549000.0,178000.0,1066,1086
38896,HRT,"20,7. Appx",Broadwater,Letchworth,,,TL2131,,51.964327,-0.240219,521000.0,231000.0,1066,1086
38901,BRK,"41,2",`Eagle',Letcombe [Bassett],,,SU3785,,51.562671,-1.467617,437000.0,185000.0,1066,1086
38906,BRK,"1,31",`Eagle',Letcombe [Regis],,,SU3886,,51.571596,-1.453084,438000.0,186000.0,1066,1086
38916,SUF,"8,24. 21,97. 32,14",`Loose',Letheringham,,,TM2658,,52.17396,1.303828,626000.0,258000.0,1066,1086
38921,NFK,"25,17;21-22;24. 36,7",Holt,Letheringsett,,,TG0638,,52.899973,1.061373,606000.0,338000.0,1066,1086
38931,HEF,"10,47",Elsdon,Letton,,,SO3346,,52.10826,-2.97972,333000.0,246000.0,1066,1086
38936,HEF,ES11,Leintwardine,Letton,,,SO3770,,52.324476,-2.925794,337000.0,270000.0,1066,1086
38941,SHR,"6,18",Leintwardine,Letton,,,SO3770,,52.324476,-2.925794,337000.0,270000.0,1066,1086
38946,NFK,"8,81 note;83-84. 19,16. 66,33",`Mitford',Letton,,,TF9705,,52.607069,0.907949,597000.0,305000.0,1066,1086
38956,YKS,30W7 and note,Craven,{Leuetat},West Riding,,SD9456,approximate,54.000009,-2.093025,394000.0,456000.0,1066,1086
38971,STS,"11,66",Cuttlestone,Levedale,,,SJ8916,,52.741528,-2.164368,389000.0,316000.0,1066,1086
38976,YKS,"2E41. SE,No2",Holderness [North Hundred],Leven,East Riding,,TA1045,,53.889543,-0.32778,510000.0,445000.0,1066,1086
38981,YKS,30W40. See also CHS Y5,Amounderness,Levens,Westmorland,,SD4886,,54.26701,-2.799897,348000.0,486000.0,1066,1086
38986,HRT,"4,8",`Edwinstree',Leverage,,,TL4316,,51.824334,0.073569,543000.0,216000.0,1066,1086
38991,BRK,"7,35",Kintbury,Leverton,,,SU3370,,51.428049,-1.526717,433000.0,170000.0,1066,1086
38996,LIN,"12,65",`Wolmersty',Leverton,Holland,,TF3947,,53.00231,0.069946,539000.0,347000.0,1066,1086
39001,NTT,"5,4",Oswaldbeck,[North] Leverton,,,SK7882,,53.329198,-0.830282,478000.0,382000.0,1066,1086
39002,NTT,"1,32. 2,10. 9,130",Oswaldbeck,[South] Leverton,,,SK7881,,53.320212,-0.830528,478000.0,381000.0,1066,1086
39006,SUF,"7,94;117. 31,10",`Colnes',Levington,,,TM2339,,52.004632,1.247614,623000.0,239000.0,1066,1086
39011,YKS,"1Y4. SN,D18",{Dic},Levisham,North Riding,,SE8390,,54.298895,-0.72615,483000.0,490000.0,1066,1086
39016,OXF,"20,6. 58,20",Bampton,Lew,,,SP3206,,51.75179,-1.537829,432000.0,206000.0,1066,1086
39021,CON,"5,2,4;20",Fawton,Lewarne,,,SX1765,,50.456205,-4.579433,217000.0,65000.0,1066,1086
39026,DOR,"56,11. 57,2",Cullifordtree,Lewell,,,SY7387,,50.682015,-2.383526,373000.0,87000.0,1066,1086
39028,NFK,"8,2-4;10;12-13;(19;23);26;(28;32;37-38);40;45-46;(48);50-51;(52-53);56;58-61;(64);68-70;80;84;(88);90;(96);",Swanborough,Lewes,Lewes,,TQ4110,,50.872304,0.002604,541000.0,110000.0,1066,1086
39031,SUF,"26,1-3;5",Swanborough,Lewes,Lewes,,TQ4110,,50.872304,0.002604,541000.0,110000.0,1066,1086
39036,SUS,"2,3-4. 3,2;9. 7,1. 12,1;3-6;8-9;11;14;18-19;26-28;31-33;37-44;(46);48;50-51",Swanborough,Lewes,Lewes,,TQ4110,,50.872304,0.002604,541000.0,110000.0,1066,1086
39041,KEN,"8,1",Greenwich,Lewisham,Sutton,,TQ3875,,51.457165,-0.015089,538000.0,175000.0,1066,1086
39046,OXF,"9,1. 28,11",Lewknor,Lewknor,,,SU7197,,51.667304,-0.974765,471000.0,197000.0,1066,1086
39051,DEV,"16,9",Lifton,Lewtrenchard,,,SX4586,,50.652994,-4.19405,245000.0,86000.0,1066,1086
39056,ESS,"1,19. B2",Lexden,Lexden,,,TL9725,,51.888745,0.861335,597000.0,225000.0,1066,1086
39066,SOM,"17,3. 21,75-76",Andersfield,Lexworthy,,,ST2535,,51.109363,-3.072728,325000.0,135000.0,1066,1086
39071,HRT,"1,16",Hitchin,Ley [Green],,,TL1524,,51.90269,-0.329848,515000.0,224000.0,1066,1086
39076,KEN,"5,40",Larkfield,Leybourne,Aylesford,,TQ6858,,51.296342,0.408308,568000.0,158000.0,1066,1086
39081,YKS,"6N100. SN,CtA30",Land of Count Alan,Leyburn,North Riding,,SE1190,,54.305498,-1.832461,411000.0,490000.0,1066,1086
39086,CHS,"R6,1(-2);3(-4)",Leyland,Leyland,South Lancashire,,SD5422,,53.692424,-2.698092,354000.0,422000.0,1066,1086
39091,ESS,"6,7. 27,3. 32,10. 36,5. 41,3-4",Becontree,Leyton,,,TQ3786,,51.556257,-0.025201,537000.0,186000.0,1066,1086
39096,NFK,"66,58",`Freebridge',Leziate,,,TF6920,,52.751211,0.502584,569000.0,320000.0,1066,1086
39101,HRT,"2,4. 5,9(-12). 30,2(-3). 36,8-9;(10). 37,19. 42,3(-4)",Broadwater,Libury,,,TL3323,,51.889703,-0.068748,533000.0,223000.0,1066,1086
39106,STS,"2,16;22",Offlow,Lichfield,,,SK1109,,52.678607,-1.838731,411000.0,309000.0,1066,1086
39111,WAR,"(2,3). EBS1",Offlow,Lichfield,,,SK1209,,52.678586,-1.82394,412000.0,309000.0,1066,1086
39116,DEV,"5,2-3",Lifton,Liddaton,,,SX4582,,50.617049,-4.192377,245000.0,82000.0,1066,1086
39121,WIL,"12,5",`Thornhill',Liddington,,,SU2081,,51.527562,-1.713084,420000.0,181000.0,1066,1086
39131,SUF,"54,1. 70,1",Risbridge,Lidgate,,,TL7258,,52.193423,0.515039,572000.0,258000.0,1066,1086
39136,SUS,"9,106;113",Baldslow,Lidham,Hastings,,TQ8316,speculative,50.914445,0.601947,583000.0,116000.0,1066,1086
39141,BDF,"11,1",`Redbornstoke',Lidlington,,,SP9938,,52.031593,-0.558293,499000.0,238000.0,1066,1086
39146,YKS,"8N7 note. SN,D16",{Dic},{Liedtorp},North Riding,{Leidtorp} YKS,SE8682,approximate,54.226523,-0.68236,486000.0,482000.0,1066,1086
39156,DEV,"1,25 {and note}",Lifton,Lifton,,,SX3885,,50.642103,-4.292556,238000.0,85000.0,1066,1086
39161,WAR,"29,1",`Tremlowe',Lighthorne,,,SP3355,,52.192272,-1.518653,433000.0,255000.0,1066,1086
39166,NTH,"18,70. 21,3(-4)",Guilsborough,Lilbourne,,,SP5676,,52.379199,-1.178734,456000.0,276000.0,1066,1086
39171,NTH,"56,49",`Huxloe',Lilford,,,TL0384,,52.444284,-0.486012,503000.0,284000.0,1066,1086
39181,SHR,"3g,3",Wrockwardine,Lilleshall,,,SJ7215,,52.731922,-2.416085,372000.0,315000.0,1066,1086
39186,HRT,"1,12. 34,12",Hitchin,Lilley,,,TL1126,,51.921476,-0.387316,511000.0,226000.0,1066,1086
39191,YKS,"1N91 note. 1N100. 5N61. 29N11. SN,B9 note;14(-15)",`Bulford',[East] Lilling,North Riding,,SE6664,,54.067736,-0.993007,466000.0,464000.0,1066,1086
39196,YKS,"1N91 and note. 5N61. SN,B9 and note",`Bulford',[West] Lilling,North Riding,,SE6465,,54.076974,-1.023352,464000.0,465000.0,1066,1086
39201,BUK,"14,27",`Stotfold',Lillingstone [Dayrell],,,SP7039,,52.044996,-0.980731,470000.0,239000.0,1066,1086
39206,BUK,E5-6,Kirtlington,Lillingstone [Lovell],,,SP7140,,52.053858,-0.965945,471000.0,240000.0,1066,1086
39211,OXF,"52,1. 58,1",Kirtlington,Lillingstone [Lovell],,,SP7140,,52.053858,-0.965945,471000.0,240000.0,1066,1086
39216,WAR,"16,50. 17,55",Stoneleigh,Lillington,,,SP3367,,52.300153,-1.517485,433000.0,267000.0,1066,1086
39221,SOM,"46,16",Williton,Lilstock,,,ST1644,,51.189025,-3.203365,316000.0,144000.0,1066,1086
39226,LIN,"1,67. 2,24-25. 25,3-4. 30,8. 40,1. CN10",Yarborough,[Great] Limber,Lindsey North Riding,,TA1308,,53.556491,-0.295646,513000.0,408000.0,1066,1086
39231,LIN,"1,73. 14,32. 32,28. CN3",Yarborough,[Little] Limber,Lindsey North Riding,,TA1210,,53.574674,-0.310018,512000.0,410000.0,1066,1086
39236,SOM,"8,41. 21,93",Stone,Limington,,,ST5422,,50.995539,-2.656853,354000.0,122000.0,1066,1086
39241,NFK,"1,95. 19,27. 66,101",Blofield,Limpenhoe,,,TG3903,,52.572293,1.525613,639000.0,303000.0,1066,1086
39246,SUR,"11,1",Tandridge,Limpsfield,,,TQ4053,,51.258978,0.005028,540000.0,153000.0,1066,1086
39256,SUF,"14,121",Wangford,Linburne,,,TM2884,,52.406492,1.3506,628000.0,284000.0,1066,1086
39261,NTT,"10,20(-21)",Broxtowe,Linby,,,SK5351,,53.053656,-1.21074,453000.0,351000.0,1066,1086
39266,SUS,"11,12",Easebourne,Linch,Chichester,,SU8418,,50.955311,-0.80542,484000.0,118000.0,1066,1086
39271,LIN,"C1(-10);11-12;(13-)16;(17-)18;(19-)22;(23-)27;(28-33). T1;3. 1,6. 8,15. CW2-3",`Lawress',Lincoln,,,SK9771,,53.227218,-0.548439,497000.0,371000.0,1066,1086
39276,DEV,"16,83",Braunton,Lincombe,,,SS5045,,51.184493,-4.14765,250000.0,145000.0,1066,1086
39281,HEF,"29,15",Radlow,{Lincumbe},,,SO5844,speculative,52.092751,-2.61446,358000.0,244000.0,1066,1086
39286,CAM,"5,52-53. Appx P",Ely 1,Linden [End],,,TL4674,,52.34466,0.141875,546000.0,274000.0,1066,1086
39291,YKS,"9W111 and note. SW,Ag15",Agbrigg,Lindley,West Riding,,SE1118,,53.658392,-1.835029,411000.0,418000.0,1066,1086
39296,YKS,"1W27 and note. SW,M12",Morley,[Old] Lindley,West Riding,,SE0919,,53.667418,-1.865263,409000.0,419000.0,1066,1086
39301,WOR,"15,2",`Doddingtree',`Lindon',,,SO7571,approximate,52.336522,-2.36833,375000.0,271000.0,1066,1086
39306,ESS,"14,2. 25,4",Dunmow,Lindsell,,,TL6427,,51.917386,0.383237,564000.0,227000.0,1066,1086
39311,SUF,"14,113. 25,107",Cosford,Lindsey,,,TL9744,,52.059357,0.872234,597000.0,244000.0,1066,1086
39316,WAR,EBW1,`Came',`Lindsworth',,,SP0679,,52.408987,-1.913217,406000.0,279000.0,1066,1086
39321,WOR,"1,1a",`Came',`Lindsworth',,,SP0679,,52.408987,-1.913217,406000.0,279000.0,1066,1086
39326,BUK,"12,33. 14,41. 17,21. 26,9",`Seckley',[Great] Linford,,,SP8542,,52.069867,-0.761319,485000.0,242000.0,1066,1086
39331,BUK,"5,8",Bunsty,[Little] Linford,,,SP8444,,52.087997,-0.775413,484000.0,244000.0,1066,1086
39336,HEF,ES7,Leintwardine,Lingen,,,SO3667,,52.297392,-2.939893,336000.0,267000.0,1066,1086
39341,SHR,"6,14",Leintwardine,Lingen,,,SO3667,,52.297392,-2.939893,336000.0,267000.0,1066,1086
39351,HAM,"7,1",Hurstbourne,Linkenholt,,,SU3658,,51.31997,-1.484781,436000.0,158000.0,1066,1086
39356,BUK,"25,1",Cottesloe,Linslade,,,SP9125,,51.916113,-0.678311,491000.0,225000.0,1066,1086
39366,CAM,"14,11. Appx F",Chilford,Linton,,,TL5646,,52.090375,0.275659,556000.0,246000.0,1066,1086
39371,DBY,"6,19. E6",{Walecros},Linton,,,SK2716,,52.740976,-1.601511,427000.0,316000.0,1066,1086
39376,LEC,"14,34",`Goscote',Linton,,,SK2716,,52.740976,-1.601511,427000.0,316000.0,1066,1086
39381,HEF,"1,1. 15,3",Bromsash,Linton,,,SO6625,,51.922483,-2.495803,366000.0,225000.0,1066,1086
39386,YKS,"SE,Sc8 and note",{Scard},Linton,East Riding,,SE9070,,54.11802,-0.624602,490000.0,470000.0,1066,1086
39391,YKS,21W15,Craven,Linton,West Riding,,SD9962,,54.05397,-2.016771,399000.0,462000.0,1066,1086
39396,YKS,"13W35. SW,Bu42",`Burghshire',Linton,West Riding,,SE3946,,53.908712,-1.407835,439000.0,446000.0,1066,1086
39401,CAM,"14,13",Chilford,[Little] Linton,,,TL5547,,52.099639,0.26153,555000.0,247000.0,1066,1086
39406,YKS,5N67-68,`Bulford',Linton [upon Ouse],North Riding,,SE4960,,54.033682,-1.253383,449000.0,460000.0,1066,1086
39411,LIN,"27,7(-9). 44,10",`Walshcroft',Linwood,Lindsey North Riding,,TF1086,,53.359465,-0.348597,510000.0,386000.0,1066,1086
39416,DEV,"15,79",Roborough,Lipson,,,SX4855,,50.375193,-4.139012,248000.0,55000.0,1066,1086
39421,CON,"5,1,2",Fawton,Liskeard,,,SX2564,,50.449663,-4.466376,225000.0,64000.0,1066,1086
39426,HAM,"14,1",Meonstoke,Liss,,,SU7728,,51.046195,-0.902944,477000.0,128000.0,1066,1086
39431,YKS,"14E23. SE,Hol20",Holderness [North Hundred],Lissett,East Riding,,TA1458,,54.005468,-0.262102,514000.0,458000.0,1066,1086
39436,LIN,"2,11(-15)",`Wraggoe',Lissington,Lindsey South Riding,,TF1083,,53.332511,-0.349638,510000.0,383000.0,1066,1086
39441,MDX,"25,1",`Ossulstone',`Lisson',,,TQ2782,,51.522648,-0.170809,527000.0,182000.0,1066,1086
39446,ESS,"47,1. 69,2",`Hinckford',Liston,,,TL8544,,52.063491,0.697407,585000.0,244000.0,1066,1086
39451,NFK,"1,212. 13,16;18",`Laundich',Litcham,,,TF8817,,52.718006,0.782043,588000.0,317000.0,1066,1086
39456,NTH,"13,1",`Gravesend',Litchborough,,,SP6354,,52.180678,-1.080013,463000.0,254000.0,1066,1086
39461,HAM,"23,24",Hurstbourne,Litchfield,,,SU4653,,51.274296,-1.341933,446000.0,153000.0,1066,1086
39466,DBY,B2-3,Litchurch,Litchurch,,,SK3634,,52.902257,-1.466233,436000.0,334000.0,1066,1086
39471,CHS,"R1,9",[West] Derby,[Down] Litherland,South Lancashire,,SJ3397,,53.465476,-3.010694,333000.0,397000.0,1066,1086
39476,CHS,"R1,28",[West] Derby,[Up] Litherland,South Lancashire,,SD3909,,53.574053,-2.92267,339000.0,409000.0,1066,1086
39481,HEF,"22,8",{Cutestornes},Litley,,,SO5339,,52.047397,-2.686749,353000.0,239000.0,1066,1086
39486,CAM,"1,18-19;{20}. 26,20;23",`Arringford',Litlington,,,TL3142,,52.060908,-0.090546,531000.0,242000.0,1066,1086
39491,SOM,"6,5",Somerton,`Litnes',,,ST4126,,51.030315,-2.842731,341000.0,126000.0,1066,1086
39501,NTT,"1,34",Oswaldbeck,Littleborough,,,SK8282,,53.328595,-0.770237,482000.0,382000.0,1066,1086
39506,KEN,"7,5",`Downhamford',Littlebourne,Borough,,TR2157,,51.269284,1.166786,621000.0,157000.0,1066,1086
39511,DOR,"11,10",`Uggescombe',Littlebredy,,,SY5889,,50.699107,-2.596059,358000.0,89000.0,1066,1086
39516,ESS,"10,5",Uttlesford,Littlebury,,,TL5139,,52.028871,0.199643,551000.0,239000.0,1066,1086
39521,BUK,"14,17. 17,12. 23,23",Cottesloe,Littlecote,,,SP8324,,51.908371,-0.79484,483000.0,224000.0,1066,1086
39526,WIL,"28,5",`Kingsbridge',Littlecott,,,SU0377,,51.491937,-1.958173,403000.0,177000.0,1066,1086
39531,SUF,"6,163",Wilford,Littlecross,,,TM2946,,52.065021,1.339555,629000.0,246000.0,1066,1086
39541,DEV,"1,61",Merton,Littleham,,,SS4423,,50.985205,-4.223928,244000.0,123000.0,1066,1086
39546,DEV,"7,1",Budleigh,Littleham,,,SY0281,,50.620432,-3.386704,302000.0,81000.0,1066,1086
39551,SUS,"11,77",{Risberg},Littlehampton,Arundel,,TQ0202,,50.808575,-0.553684,502000.0,102000.0,1066,1086
39561,DEV,"1,47. 17,25",Kerswell,Littlehempston,,,SX8162,,50.445726,-3.677373,281000.0,62000.0,1066,1086
39566,DBY,"3,1",Litchurch,Littleover,,,SK3234,,52.902509,-1.525698,432000.0,334000.0,1066,1086
39571,CAM,"5,47",Ely 1,Littleport,,,TL5686,,52.449705,0.294135,556000.0,286000.0,1066,1086
39576,OXF,"43,1",`Langtree',Littlestoke,,,SU6085,,51.5607,-1.135848,460000.0,185000.0,1066,1086
39581,ESS,"24,25",Rochford,[Little]thorpe,,,TQ9187,,51.549559,0.753439,591000.0,187000.0,1066,1086
39586,YKS,"2W7. SW,Bu15 note;45",`Burghshire',[Little]thorpe,West Riding,,SE3269,,54.115896,-1.511973,432000.0,469000.0,1066,1086
39591,DOR,"26,28",Pimperne,Littleton,,,ST8904,,50.835416,-2.15757,389000.0,104000.0,1066,1086
39596,GLS,"34,13 note. 36,3. 53,12",`Greston',`Littleton',,Dumbleton GLS,SP0236,approximate,52.022425,-1.972256,402000.0,236000.0,1066,1086
39601,HAM,"23,45",Andover,Littleton,,,SU2848,,51.230502,-1.600359,428000.0,148000.0,1066,1086
39606,SOM,"21,85",Somerton,Littleton,,,ST4930,,51.067048,-2.729224,349000.0,130000.0,1066,1086
39611,SUR,"36,10",Godalming,Littleton,,,SU9847,,51.2138,-0.598298,498000.0,147000.0,1066,1086
39621,WIL,"5,6. 7,5",Dunley,Littleton [Drew],,,ST8380,,51.51866,-2.246394,383000.0,180000.0,1066,1086
39626,SOM,"5,66",Chewton,[High] Littleton,,,ST6458,,51.319954,-2.517978,364000.0,158000.0,1066,1086
39631,GLS,"9,1. EvM32",`Langley',Littleton [-on-Severn],,,ST5989,,51.598342,-2.593328,359000.0,189000.0,1066,1086
39636,WIL,"32,2",Rowborough,Littleton [Pannell],,,ST9954,,51.285133,-2.015716,399000.0,154000.0,1066,1086
39641,SOM,"5,56",Wellow,[Stony] Littleton,,,ST7356,,51.302471,-2.388678,373000.0,156000.0,1066,1086
39646,DOR,"36,10",Beaminster,Littlewindsor,,,ST4404,,50.832801,-2.796563,344000.0,104000.0,1066,1086
39651,BRK,"1,40",Gainfield,Littleworth,,,SU3197,,51.670927,-1.553113,431000.0,197000.0,1066,1086
39656,YKS,"5W8 and note. SW,Sf21",Strafforth,Littleworth,West Riding,{Shuttleworth} YKS,SK6298,,53.475108,-1.067347,462000.0,398000.0,1066,1086
39661,DBY,"7,9",Blackwell,Litton,,,SK1675,,53.271766,-1.761543,416000.0,375000.0,1066,1086
39666,SOM,"6,17",Wells,Litton,,,ST5954,,51.283649,-2.589262,359000.0,154000.0,1066,1086
39671,YKS,30W1,Craven,Litton,West Riding,,SD9074,,54.16172,-2.154646,390000.0,474000.0,1066,1086
39674,DOR,"53,2",`Uggescombe',Litton [Cheney]?,,,SY5590,,50.707874,-2.638658,355000.0,90000.0,1066,1086
39676,STS,"11,6",Cuttlestone,Littywood,,,SJ8819,,52.768475,-2.179292,388000.0,319000.0,1066,1086
39681,NFK,"14,10 note",Thedwastre,[Great] Livermere,,,TL8871,,52.304947,0.756074,588000.0,271000.0,1066,1086
39686,SUF,"14,22;68. 21,9. 31,40",Thedwastre,[Great] Livermere,,,TL8871,,52.304947,0.756074,588000.0,271000.0,1066,1086
39691,SUF,"14,87",Blackburn,Little Livermere,,,TL8772,,52.314269,0.741979,587000.0,272000.0,1066,1086
39696,YKS,"9W140 and note. SW,M10",Morley,Liversedge,West Riding,,SE1923,,53.703106,-1.713675,419000.0,423000.0,1066,1086
39701,YKS,"4N2. SN,L13",Langbaurgh,Liverton,North Riding,,NZ7115,,54.525334,-0.904532,471000.0,515000.0,1066,1086
39706,CON,"1,1",Winnianton,Lizard,,,SW7012,,49.963758,-5.208462,170000.0,12000.0,1066,1086
39711,CHS,"FT2,5",Ati's Cross,Llan Elwy,Ati's Cross,,SJ0374,,53.254129,-3.455393,303000.0,374000.0,1066,1086
39726,HEF,"2,12",Archenfield,Llanwarne,,,SO5028,,51.948243,-2.728882,350000.0,228000.0,1066,1086
39731,GLS,W1,Is Coed,Llanvair [Discoed],Wales,,ST4492,,51.624019,-2.810351,344000.0,192000.0,1066,1086
39736,CHS,"FT1,1. FT2,1",Ati's Cross,Llewerllyd,Ati's Cross,,SJ0479,,53.299241,-3.441921,304000.0,379000.0,1066,1086
39741,CHS,"FD7,2",Ati's Cross,Llys Edwin,Ati's Cross,,SJ2370,,53.221463,-3.154719,323000.0,370000.0,1066,1086
39746,CHS,"FT1,5",Ati's Cross,Llys Y Coed,Ati's Cross,,SJ1665,,53.175467,-3.258217,316000.0,365000.0,1066,1086
39751,CHS,"FT1,5",Ati's Cross,Llystyn Hunydd,Ati's Cross,,SJ1868,,53.20274,-3.229073,318000.0,368000.0,1066,1086
39766,LIN,"7,44. 68,20",`Beltisloe',Lobthorpe,Kesteven,,SK9521,,52.778256,-0.593061,495000.0,321000.0,1066,1086
39771,WIL,"30,6",`Selkley',Lockeridge,,,SU1467,,51.401858,-1.800125,414000.0,167000.0,1066,1086
39776,HAM,"4,1. 23,40. 69,18;24",Broughton,Lockerley,,,SU2926,,51.03263,-1.5878,429000.0,126000.0,1066,1086
39781,BRK,"7,44",Wantage,[East] Lockinge,,,SU4287,,51.580304,-1.395251,442000.0,187000.0,1066,1086
39786,BRK,"21,11",Wantage,[West] Lockinge,,,SU4287,,51.580304,-1.395251,442000.0,187000.0,1066,1086
39791,YKS,"2E5. 5E32. SE,Sn3",{Sneculfcros},Lockington,East Riding,,SE9947,,53.909727,-0.494438,499000.0,447000.0,1066,1086
39796,YKS,"1N52. SN,D17",{Dic},Lockton,North Riding,,SE8490,,54.298732,-0.710789,484000.0,490000.0,1066,1086
39801,YKS,"1Y15 and note. SW,Ag13",Agbrigg,Lockwood,West Riding,[North] Crosland YKS,SE1315,,53.631383,-1.804891,413000.0,415000.0,1066,1086
39806,LEC,"17,24",`Goscote',Loddington,,,SK7902,,52.610062,-0.834756,479000.0,302000.0,1066,1086
39811,NTH,"1,15b",Rothwell,Loddington,,,SP8178,,52.394052,-0.811056,481000.0,278000.0,1066,1086
39816,DEV,"17,32",Diptford,Loddiswell,,,SX7248,,50.317985,-3.7993,272000.0,48000.0,1066,1086
39821,NFK,"12,23. 14,35 and note;42. 33,3;6. 35,6;11",`Lodding',Loddon,,,TM3698,,52.528735,1.477879,636000.0,298000.0,1066,1086
39836,YKS,"1N47 and note. 5N33. SN,D14",{Dic},Loft Marishes,North Riding,,SE8779,,54.1994,-0.667893,487000.0,479000.0,1066,1086
39841,YKS,"1W14 and note. SW,Sk15",`Skyrack',Lofthouse,West Riding,,SE3243,,53.882227,-1.514696,432000.0,443000.0,1066,1086
39846,YKS,"9W119. SW,M2",Morley,Lofthouse,West Riding,,SE3326,,53.729376,-1.501298,433000.0,426000.0,1066,1086
39851,YKS,"1N5(-7). SN,L14",Langbaurgh,Loftus,North Riding,,NZ7118,,54.55229,-0.903809,471000.0,518000.0,1066,1086
39856,YKS,"24W11 and note. 29W17. SW,Bu12(-13)",`Burghshire',Loftus [Hill],West Riding,,SE3761,,54.043666,-1.436462,437000.0,461000.0,1066,1086
39861,YKS,"4N2. SN,L13",Langbaurgh,[South] Loftus,North Riding,,NZ7217,,54.543164,-0.888596,472000.0,517000.0,1066,1086
39871,SUR,"36,9",Woking,Lollesworth?,,,TQ0853,,51.265931,-0.453372,508000.0,153000.0,1066,1086
39876,BRK,"43,1",`Slotisford',Lollingdon,,,SU5785,,51.56101,-1.17912,457000.0,185000.0,1066,1086
39881,CAM,"32,32;44",`Northstowe',Lolworth,,,TL3664,,52.257379,-0.008858,536000.0,264000.0,1066,1086
39886,HAM,"6,5",Meonstoke,Lomer,,,SU5923,,51.003366,-1.160497,459000.0,123000.0,1066,1086
39891,YKS,"2B9. SE,Wei5",Weighton,Londesborough,East Riding,,SE8645,,53.894072,-0.692833,486000.0,445000.0,1066,1086
39896,ESS,"7,1. 9,7. 30,18. 31,1",`Ossulstone',London,,,TQ3281,,51.512516,-0.099155,532000.0,181000.0,1066,1086
39901,DEV,C4,`Ossulstone',London,,,TQ3281,,51.512516,-0.099155,532000.0,181000.0,1066,1086
39906,LEC,C2,`Ossulstone',London,,,TQ3281,,51.512516,-0.099155,532000.0,181000.0,1066,1086
39911,MDX,"3,12. 4,5 note",`Ossulstone',London,,,TQ3281,,51.512516,-0.099155,532000.0,181000.0,1066,1086
39916,SUR,"1,4. 2,3. 5,8. 14,1. 15,2. 19,1-2;15. 29,1",`Ossulstone',London,,,TQ3281,,51.512516,-0.099155,532000.0,181000.0,1066,1086
39921,WOR,C1,`Ossulstone',London,,,TQ3281,,51.512516,-0.099155,532000.0,181000.0,1066,1086
39926,LIN,"1,15;22. 5,1(-3). 67,17",`Threo',Londonthorpe,Kesteven,,SK9537,,52.922045,-0.588409,495000.0,337000.0,1066,1086
39936,GLS,"29,1. 69,1",`Witley',Longborough,,,SP1729,,51.959237,-1.754,417000.0,229000.0,1066,1086
39946,SHR,"4,5,9",{Reweset},Longden,,,SJ4406,,52.648843,-2.829164,344000.0,306000.0,1066,1086
39951,SHR,"3g,4",Wrockwardine,Longdon [-upon-Tern],,,SJ6215,,52.73131,-2.564167,362000.0,315000.0,1066,1086
39956,DBY,"1,30",Blackwell,Longdendale,,,SK0397,approximate,53.469745,-1.956272,403000.0,397000.0,1066,1086
39961,WAR,"17,8",Coleshill,Longdon,,,SP1777,,52.390779,-1.751613,417000.0,277000.0,1066,1086
39966,WAR,EW3,`Oswaldslow',Longdon,,,SP2241,,52.066952,-1.680468,422000.0,241000.0,1066,1086
39971,WOR,"2,47",`Oswaldslow',Longdon,,,SP2241,,52.066952,-1.680468,422000.0,241000.0,1066,1086
39976,GLS,E31. E32 note. EvA41. EvC102;106 note,Pershore,Longdon,,,SO8336,,52.022164,-2.249151,383000.0,236000.0,1066,1086
39981,HEF,"1,44",Pershore,Longdon,,,SO8336,,52.022164,-2.249151,383000.0,236000.0,1066,1086
39986,WOR,"8,9a(-9g). E4",Pershore,Longdon,,,SO8336,,52.022164,-2.249151,383000.0,236000.0,1066,1086
